student_id,year,month,absence_code_string
839643,2009,4,R.....R..RUS...SUU.U......R...
839643,2009,5,...R........S...S............S.
839643,2009,6,...P..S....P..................
839643,2009,7,.S.R.U..S........SR.R.RS.P.....
839643,2009,8,...S..S.....RU.R.......PU......
839643,2009,9,.............R......R.SS.R....
839643,2009,10,....................RS..S......
839643,2009,11,........SPR........R........U.
839643,2010,1,.RP..R.......R....U..R..U....RS
839643,2010,2,........P......S...R........
839643,2010,3,.R......P.PRR...PU..S.......R..
839643,2010,4,R..P.......R...........R.....R
839643,2010,5,.....R.........R....R..SU......
839643,2010,6,.....R..R.....R...R..R.PR.....
839643,2010,7,....RSR................RR......
839643,2010,8,....R.R...R...R................
839643,2010,9,..P..R.........RSU........R...
839643,2010,10,...........S.R.R....R...R.....R
839643,2010,11,...R..R...R..P..............R.
839643,2011,1,..R....U..S...R.....R.....R...U
839643,2011,2,...S..R.......RP.......R....
839643,2011,3,..S....RS...............R..R...
839643,2011,4,..........R.U.................
839643,2011,5,S......P.......U........R.....R
839643,2011,6,..R.S..S...U...U..........R.R.
839643,2011,7,...U........S.............R....
839643,2011,8,......U.....R.....R....R....R..
839643,2011,9,U...P.....R.SU......R....RU.RR
839643,2011,10,.R....UR..U.......R.........U..
839643,2011,11,..............RSS.R...........
839643,2012,1,...............R.P......R......
839643,2012,2,R..R.S........S......U.R..S..
839643,2012,3,............R...R.RS...U.......
839643,2012,4,..S.RRS.........R.SR.......R..
839643,2012,5,...P.........U.......U.....R...
839643,2012,6,.............S.R..........U...
839643,2012,7,...............U...PR.UR.....P.
839643,2012,8,.........R...R.P.....RUS..S...R
839643,2012,9,......R......................R
839643,2012,10,......R..R....R...S.....P......
839643,2012,11,..R.S.....RP........S....R....
839643,2013,1,..S.U.......P......R..R..R.....
839643,2013,2,R.S...U..R.......R....R.R...
839643,2013,3,.U..RS...RR..U..R......R.U.....
839643,2013,4,..RUUR....RR.S................
839643,2013,5,..S....S.....R...U.....R..U....
839643,2013,6,..R...R...P.U....U...U...R..R.
839643,2013,7,..P........R..........R..S...R.
839643,2013,8,...US....P....R.R.......R....S.
839643,2013,9,.R.P..S.........RS..P.SR......
839643,2013,10,.....SR....R......P...R.......R
839643,2013,11,...........R.P.R......R.......
839643,2014,1,...........R.S......R.R.R......
839643,2014,2,.........UPS...P....U...R..S
839643,2014,3,.U.R..U..R......R.R..R.........
839643,2014,4,....S....S...........S....S.R.
839643,2014,5,......PUU....S............R....
839643,2014,6,..R.R....PS.........R......R..
839643,2014,7,....P.......P..P..R.S.....R.U..
839643,2014,8,.R.....SU.RUR.R..R.R..SR...U...
839643,2014,9,R............S..R....R.R...P..
839643,2014,10,.....P...U...PU..U..S...S..P.R.
839643,2014,11,......U.US.U............S.....
757649,2000,1,..R........PS.R........R..U..U.
757649,2000,2,.S.....S..........RR..PR.....
757649,2000,3,US....S.U....R...R.SR...R...R..
757649,2000,4,........U...R...SU........R...
757649,2000,5,S.R.....RUR.......R.RR.........
757649,2000,6,.....S.........S.UR...........
757649,2000,7,.............R.R...R.......R...
757649,2000,8,..R....PR......R...R.R..R.....R
757649,2000,9,.........RP........S........S.
757649,2000,10,U....R....R....RP...R.P....SS..
757649,2000,11,...S............R..S........SU
757649,2001,1,US...R..S.R..R.....R...R....U..
757649,2001,2,.R............R.......S.....
757649,2001,3,R...S.UR.PR.R.....U.U.....R....
757649,2001,4,..R.S.....R.SR.UR..P.......SR.
757649,2001,5,R.....U....U.....S...RRUS.....R
757649,2001,6,...R..R.......UR..............
757649,2001,7,U....U...S.....RR...SP....S....
757649,2001,8,.....SUS.RR.R..R...R.R.R.R...R.
757649,2001,9,....P......S........R..RP.R.SR
757649,2001,10,.......R..S.P.R.....S.S...R....
757649,2001,11,......R.......................
757649,2002,1,...R..U........S...R..P..S.....
757649,2002,2,..........R.....S..R...S...U
757649,2002,3,.......U.....................S.
757649,2002,4,.S..R......SR..U...RR.........
757649,2002,5,..................R........P...
757649,2002,6,....S.S.......PR....RRS.RS....
757649,2002,7,......R......P....R.R........R.
757649,2002,8,..........R....R.....S..SR.....
757649,2002,9,S........R...R......P.........
757649,2002,10,U...........U......U.R...R.....
757649,2002,11,.R.R.S...SSS...S...RU..R......
757649,2003,1,.R........................U....
757649,2003,2,....R..PP.R..P.......R.R...R
757649,2003,3,R..RR..R...........R.R.......R.
757649,2003,4,.R......U..........R.....S....
757649,2003,5,..R....S.S.............U.S..R..
757649,2003,6,...R...RR.R......UR.R.....S...
757649,2003,7,.............UR..R....RSR..S...
757649,2003,8,SR......RS..............SPP....
757649,2003,9,U....R..R..U..S......R.R..SS.R
757649,2003,10,..SR....S....U..RS......S.R....
757649,2003,11,.........U.P...S.....US....S..
757649,2004,1,..S....R.....R...........S....R
757649,2004,2,.RS..R.R........U.RR.PS...U..
757649,2004,3,...U.....S.....P......SR.PRS.U.
757649,2004,4,...S........U...R..SU.....P.S.
757649,2004,5,R.....S........R.U...P...S...RR
757649,2004,6,.R....UR....................U.
757649,2004,7,..R...R....SSR..R.....S.......R
757649,2004,8,R..U..R.R..U.........RS......R.
757649,2004,9,...RS......U.R........S....U..
757649,2004,10,........U..........UU.R...SS...
757649,2004,11,.......RP..U.........R...SRRRS
757649,2005,1,.R...R........R...S.P.S..R...S.
757649,2005,2,..RRR....R.U.R.........SUR..
757649,2005,3,R..........R.....U....R.....P..
757649,2005,4,........PR................R...
757649,2005,5,........U...S..R...R.....U.....
757649,2005,6,.S..S.............R.........RS
757649,2005,7,.S.......R......RU.............
757649,2005,8,.........R.........S...SSP...S.
757649,2005,9,......................R...P.U.
757649,2005,10,.............S.R...U.........PU
757649,2005,11,.........P....................
757649,2006,1,R.....R........S....R..........
757649,2006,2,........RR............U..URR
757649,2006,3,.......R..SS.U....R............
757649,2006,4,..US......S....R.....R........
757649,2006,5,..........R..........R......S..
757649,2006,6,.................R..P........R
757649,2006,7,P.S....RS.S.R.S.UR.......S...R.
757649,2006,8,..........S...R..............U.
757649,2006,9,.UR........U......P...........
757649,2006,10,R.........R..........R.........
757649,2006,11,..RS....U.S...R..............U
757649,2007,1,..RU........U.S...R.RS.S...RS..
757649,2007,2,......SS...R..RS.......R....
757649,2007,3,...RS......S.......R..R......S.
757649,2007,4,....R....S.....S....RUU.....RS
757649,2007,5,..S.R.....SS...UP.R...SR.R.....
757649,2007,6,...............S....R....R....
757649,2007,7,.S..................R.R...R....
757649,2007,8,.SR...P..R.S...PP.........S....
757649,2007,9,...R..R...............S..S....
757649,2007,10,....R.R...R...............S...S
757649,2007,11,.................R...R..S..S..
757649,2008,1,.......R........U...R......R...
757649,2008,2,...PUS...S.........R.........
757649,2008,3,..R....US....S.U..........R...U
757649,2008,4,.RPS.U..S..RP...............R.
757649,2008,5,R......R.......U...............
757649,2008,6,...U.........S...R....RR..R...
757649,2008,7,..S.....R..P.U....R............
757649,2008,8,..S....R....S.......S.R...R....
757649,2008,9,....P..........U.R.R.U........
757649,2008,10,..U.......R......S...R......RR.
757649,2008,11,....R......................R..
757649,2009,1,.....R......S...P..U.....P.....
757649,2009,2,..............S.......R..RU.
757649,2009,3,......S..........R......R..SP..
757649,2009,4,.R..RUR....U.........R.S......
757649,2009,5,.......P....R....U..R.....S....
757649,2009,6,.............S...........U....
757649,2009,7,.RR...P..PP..........S..R......
757649,2009,8,.....R.........R...P...U..U..R.
757649,2009,9,........S.....R....R.R..R.....
757649,2009,10,..R.......S......P..R....U.....
757649,2009,11,.....U...R......R.............
757649,2010,1,U...U.....U..U.R..R.S....U.R...
757649,2010,2,US...........RR....RU....R..
757649,2010,3,R..RR....R...RS.P............U.
757649,2010,4,RR......R...P.U...SRS.S.R....R
757649,2010,5,..U......R..RS.............R...
757649,2010,6,.R.........P.S..R...........UR
757649,2010,7,..R.......RR....R..R...........
757649,2010,8,..R.........S.......PS...R...R.
757649,2010,9,S......RR..R.....R.RR.P...S...
757649,2010,10,...U......R...R.URU.......R....
757649,2010,11,...P...........R..U.....R.....
757649,2011,1,.....R............R............
757649,2011,2,R.........S.....S.....S...R.
757649,2011,3,............R..PU.R.......U...P
757649,2011,4,.R.....PU.......R..R..........
757649,2011,5,R...U..P..R.SR.......S.......R.
757649,2011,6,..........R..U.....R.......S.U
757649,2011,7,.R.P..S.......US..U.........RR.
757649,2011,8,........P.....RU...U...RR....S.
757649,2011,9,RU.R......R.....S....R........
757649,2011,10,......R...S...U..SR.U...R...US.
757649,2011,11,.U..RR.........R..........SRRS
757649,2012,1,RR.U..R.....PR......R........R.
757649,2012,2,.......R..SS.......R..R..S...
757649,2012,3,....RR..............S..........
757649,2012,4,U.R.S.....S..R...S.....RP.....
757649,2012,5,....RS.R............R....S..S.S
757649,2012,6,............S.........R...R...
757649,2012,7,....R.......R................RR
757649,2012,8,.R.RR..R...R.......R......P....
757649,2012,9,U........RU.....US............
757649,2012,10,...S.......R..RR......R........
757649,2012,11,.....P...R...U....R......R...U
757649,2013,1,RR..U.S............UP....SR....
757649,2013,2,R..R....R...S..R.......UR...
757649,2013,3,......RSR............R.......P.
757649,2013,4,.................SP...S.R...S.
757649,2013,5,R...R..R......R....PSRU.R.S...U
757649,2013,6,..R...S...RS...PU..R.......U..
757649,2013,7,R.UR.US...R.U.U.....P..........
757649,2013,8,......R..R..........R.S.....P..
757649,2013,9,.R............S..........U....
757649,2013,10,....S..............U....R....RR
757649,2013,11,..S...........R..RR......S....
757649,2014,1,..R.R..............S...........
757649,2014,2,....S..R..R.R........R.RSU..
757649,2014,3,R..............U....R...S......
757649,2014,4,...SR..............U......S.S.
757649,2014,5,...U.S........S............S.PS
757649,2014,6,......R.S..U.....S.R.........R
757649,2014,7,...........U......R......R..RRS
757649,2014,8,P....R...........R...S.........
757649,2014,9,................S........U.PUS
757649,2014,10,R...R.......RU.....S.R..R.....R
757649,2014,11,..............R.S.......P.....
754541,2000,1,.S..S..S...R...................
754541,2000,2,.R.....R...........S........R
754541,2000,3,.....S.....S....U.R............
754541,2000,4,...........S..........R...P...
754541,2000,5,...........S.S....R..P..P......
754541,2000,6,.R..RS.R......R.RU............
754541,2000,7,...S...R..R.......RR.....R.....
754541,2000,8,.....RS.S....S.................
754541,2000,9,......R..PU...R.........P...P.
754541,2000,10,.....P...U....RSR.S..RR..S.....
754541,2000,11,....SS....RR......R.......R...
754541,2001,1,.R..........R........U.......PU
754541,2001,2,S.......S.S.....P.....S..U..
754541,2001,3,...P...S...P.........U....R....
754541,2001,4,P..S.RR..RR..R...S.S..U....R..
754541,2001,5,.............RR...P........S..R
754541,2001,6,......S........R.....S....U..P
754541,2001,7,....S.....SR...U.RS..R......R.S
754541,2001,8,...S....P.S.....P.......R......
754541,2001,9,.......S.SR..RU..S...........R
754541,2001,10,...R.....SP......R......PPR....
754541,2001,11,.......S.....R.UR..U...R.P..R.
754541,2002,1,.....SUR...P.R.R..........R....
754541,2002,2,R...S...S.......R.R.........
754541,2002,3,..R.U.R.R.......R..P........R..
754541,2002,4,..S........U........S..R.PS...
754541,2002,5,...RS....RRUSRR.R.R..........UU
754541,2002,6,........S..P....P........U....
754541,2002,7,.R...SR.RR.RS..........S.R.PR..
754541,2002,8,.....UR.RR.S.R...R...RP.R.U....
754541,2002,9,......R.R..S..S...SS..........
754541,2002,10,.P................SR...S......R
754541,2002,11,RRR.........S....S...........S
754541,2003,1,R..........R...R.........S.R...
754541,2003,2,............................
754541,2003,3,R...P...S...S....S...........S.
754541,2003,4,..R..R....R.....R........P....
754541,2003,5,....S.P.............R..........
754541,2003,6,..R......U..R...RS.R..R.......
754541,2003,7,R...S..RR.S..U.SR.PRUR.........
754541,2003,8,.P.......RS.....R.U............
754541,2003,9,R......RR..P........S.....S...
754541,2003,10,SR..RR...............SS....U...
754541,2003,11,...R....U.....R..S.........R.U
754541,2004,1,...S................R...S....R.
754541,2004,2,.P.S..R.S............SP.R.RP.
754541,2004,3,........U...PU.R.UR............
754541,2004,4,.PR..SR.............U.R.......
754541,2004,5,.................R......R......
754541,2004,6,.........U.RRR.........UP.S...
754541,2004,7,RR....US....S.......U..R.....R.
754541,2004,8,P.U....R.......P.......S..U....
754541,2004,9,...............U......R...SR..
754541,2004,10,....RS.U.......R..R.U..P.R.....
754541,2004,11,.S..PR.....R.............R...P
754541,2005,1,.U.R.R...P......R..R....S..SR..
754541,2005,2,..........R...S....S..S.....
754541,2005,3,....P.S.PS.......U....R.......R
754541,2005,4,.RS.....U.........S..........R
754541,2005,5,..U.R..........U.....P..S.UR...
754541,2005,6,...................S........S.
754541,2005,7,.PR.S................P......R.S
754541,2005,8,...P....R..R.......RS..R..R...P
754541,2005,9,..P.....U.R........R..R..S....
754541,2005,10,...S.P...R.R...R............PP.
754541,2005,11,P.S...R.U....RR.............R.
754541,2006,1,PP.......S.......S....P..R.....
754541,2006,2,....S.......R.R...R....U....
754541,2006,3,....R.S...S....U..R............
754541,2006,4,....RS..R.U....SRR.S.......U..
754541,2006,5,.P..R.........R......S.R....US.
754541,2006,6,...R..S...S...S.R.......R.....
754541,2006,7,......RR...R.P.........U...R...
754541,2006,8,RS....U.R...SR..P......UR......
754541,2006,9,.S..R.R...........U.......P..R
754541,2006,10,...SP..RU.S.R..................
754541,2006,11,...R...RS.S.......R.R.........
754541,2007,1,.......R.U...P...R..S..........
754541,2007,2,......R.....R.............RR
754541,2007,3,R...R.R...R.S......U......R....
754541,2007,4,...S.SU..R.P......U..P..R.....
754541,2007,5,....UP....RS..U.S...UP.........
754541,2007,6,..........R...SS.S...........R
754541,2007,7,.R.R..U.R.R....R........R...R..
754541,2007,8,U..R..R...RU...R....R....S.R...
754541,2007,9,..S....S..P..S.R..UP...RU.....
754541,2007,10,.S............R...R...RR.U.....
754541,2007,11,.SR..R........P.R.RS.R.U......
754541,2008,1,.S..U.R....UR....RR...........R
754541,2008,2,.UR..U.R.....R...PR..........
754541,2008,3,..RR......R.....R.....SSS...S..
754541,2008,4,....R......RRU..S.USR.........
754541,2008,5,......R..R......RU........R....
754541,2008,6,R......R.....P.......RU.......
754541,2008,7,.........U.....UR.S...R......R.
754541,2008,8,S.R..S.......R..U...U..RU..RR..
754541,2008,9,S.R..UR...U...S...............
754541,2008,10,...R.........SR................
754541,2008,11,.............S.P.R.R.......S..
754541,2009,1,.......RS.RPR...R..............
754541,2009,2,R.......R........SR.R.......
754541,2009,3,.......................U...R..S
754541,2009,4,....RR..R...RR....S.S..R......
754541,2009,5,.P.S.S....RU..S.R..RRR.....R...
754541,2009,6,....R.R....R...R.....R........
754541,2009,7,.RU.R.R.S...PR....R.......U....
754541,2009,8,.....U..R.......R.R.S....S..S.R
754541,2009,9,.............S.............R.R
754541,2009,10,R...........R...S...........R..
754541,2009,11,S....RRS....U.....R.P..R......
754541,2010,1,R.S..RP......U...R.....R..R....
754541,2010,2,......S.......RPR.........PS
754541,2010,3,.R...........R....S...S........
754541,2010,4,.......RR...P...S.............
754541,2010,5,...R....P...P.U................
754541,2010,6,.R...U..........U..........R..
754541,2010,7,.R....R....R....SU.............
754541,2010,8,.S...UR.......R...R.S....PPRU..
754541,2010,9,.R.....S....R..R......R...S...
754541,2010,10,S...R.S...R....PS.......R.SR...
754541,2010,11,U...SU...UU..........R........
754541,2011,1,.......R.U.P...................
754541,2011,2,R..S.....R.............S.RRS
754541,2011,3,.R...........USS.........S.....
754541,2011,4,.P.R................RR...S....
754541,2011,5,..........................R...R
754541,2011,6,.P......R..S................SU
754541,2011,7,....R.S.......R...R.R...S...U.P
754541,2011,8,S.P...........R.R........R.....
754541,2011,9,.U.............R..........U...
754541,2011,10,R..........R..R..R...R..R.....R
754541,2011,11,.........RS..S.......R........
754541,2012,1,R................R..R..R..R....
754541,2012,2,...S.......R.R............SS.
754541,2012,3,............SU......P.......R..
754541,2012,4,R.....RP.....S........P...P.R.
754541,2012,5,....R...R...R...R...U.....S..RR
754541,2012,6,....R....RUR..............R..P
754541,2012,7,R...................U.......U..
754541,2012,8,R..RR....R..RR.P....U....R.....
754541,2012,9,..............PU.....R....S...
754541,2012,10,.....U...RP....R.S...S.....P...
754541,2012,11,.R..R........U..SU.....R.....S
754541,2013,1,.....U...............U.........
754541,2013,2,S..........S...SR.........U.
754541,2013,3,R.................R.U.R..R.....
754541,2013,4,.......USP..P..R..........R...
754541,2013,5,...............................
754541,2013,6,S....R...P...R..RU........P...
754541,2013,7,..R...S......S.................
754541,2013,8,..R.R.R..........U.....R..P...S
754541,2013,9,.R..R......S..PS.............R
754541,2013,10,R.R.U...S...R.......SR.....R...
754541,2013,11,.......R.......P...R.RU....R..
754541,2014,1,..R......R.SU.SR..R.....UR....R
754541,2014,2,.RR..................R......
754541,2014,3,U...R.........R.......P.P..PUP.
754541,2014,4,.R..S...RU....RR.P..........R.
754541,2014,5,.........R..R.R..R.........U...
754541,2014,6,SRU.U...RR.U.....R..S...PR....
754541,2014,7,R.....S.SRS.........U....RU....
754541,2014,8,.......P..R............RR.....S
754541,2014,9,RR...S..R......R.S.U......R...
754541,2014,10,..S..R.RRU....R...R...R.P.S....
754541,2014,11,...................R..........
766446,2000,1,..URS....S.S.S.....R...S...RR..
766446,2000,2,.....S.........R.....R.R..P..
766446,2000,3,PRR.....R.R....R...............
766446,2000,4,...........S..............P...
766446,2000,5,..P.U...........P.............U
766446,2000,6,...UPUS...RR.R...R...R...SR...
766446,2000,7,SR......S..R...R.....R.S....PR.
766446,2000,8,P...R.P...P.R....S..R..........
766446,2000,9,....U...........P...R.R.S.....
766446,2000,10,..R.....R.....R...........R....
766446,2000,11,.....RRR.P.......R...P..R.....
766446,2001,1,....RR..R..R.R.RR...R..SR...S..
766446,2001,2,...U......R.......SR.R......
766446,2001,3,R.US....R.R.S......SP..S.......
766446,2001,4,.R.......S.S..........R.R..R..
766446,2001,5,.R.....S....RUR......P..S.R..S.
766446,2001,6,..R..U........R..S....R...P...
766446,2001,7,.R.....UU.U.S....P.S.R.........
766446,2001,8,..R......R.............R....RS.
766446,2001,9,...SR.U............SP...R.S..R
766446,2001,10,....R..........S.........R.....
766446,2001,11,....PSR......................S
766446,2002,1,........R...RR..RP.....S..S....
766446,2002,2,........R.......P.R.S..S....
766446,2002,3,..R.....RR.........R...........
766446,2002,4,.R...........R.....S....S...P.
766446,2002,5,..RSR.R..U...U.P....P..........
766446,2002,6,.S............................
766446,2002,7,...........U.P.R.R..UUR........
766446,2002,8,..U.P.S.R....R....R.......SR...
766446,2002,9,....S.....R......S.RU..R...S.R
766446,2002,10,...R..R.R........UU.R.RU....S..
766446,2002,11,R....P.R..R.US...P...R.......R
766446,2003,1,.........R.......SU........RS..
766446,2003,2,..................S...S...R.
766446,2003,3,.......R......R.......RR.....R.
766446,2003,4,.S...U.SU...SUR...............
766446,2003,5,S........SP....U..R......R...US
766446,2003,6,...........RP..U....S.....P.S.
766446,2003,7,......R......RU.R...S......R..R
766446,2003,8,.R........R...R..R....R...U....
766446,2003,9,..S.....P....U.....R.R.R....RR
766446,2003,10,............SR..R..R......R.R.R
766446,2003,11,.....S.UR...R.......S........R
766446,2004,1,U...R..SRU.....PU.U........R...
766446,2004,2,..........................R..
766446,2004,3,.....R.RR..R.U........R...S.U.S
766446,2004,4,...............R....R.S..R..R.
766446,2004,5,.RURU......R...SS.............S
766446,2004,6,......PU.URU......U...S.......
766446,2004,7,.........SR....U.S............R
766446,2004,8,R........S.U...RR..R...P...P...
766446,2004,9,S..........R.....S.......RR..S
766446,2004,10,.......P.R.....................
766446,2004,11,R.....R.R.R...................
766446,2005,1,SR.....RS..S.R....S..P...R.....
766446,2005,2,..P..........RS...R.S.......
766446,2005,3,..........U....R.............RP
766446,2005,4,S....S.S....R..RU.......S....R
766446,2005,5,P....SS...R....R...P...P..S....
766446,2005,6,.R..R...U..............S......
766446,2005,7,S.....RSU...S.....UU........S..
766446,2005,8,....RR.R.PU.......P.R..R..R...U
766446,2005,9,..R..U..........U..RS.........
766446,2005,10,RR.................RR.........S
766446,2005,11,..R.RR......SSRPU...S...UP....
766446,2006,1,PR.........S.R..R..............
766446,2006,2,...R....U.P..U..S.....R...S.
766446,2006,3,R......S..U..R..........U......
766446,2006,4,.R...RR.......R....P...PR.S...
766446,2006,5,.......P....S..................
766446,2006,6,..S....US.......S........S..R.
766446,2006,7,...S..R....U.S...S.....P......U
766446,2006,8,R..R........S..U....R.....R....
766446,2006,9,..US.RS....R.........RR...U...
766446,2006,10,............R.R.R..P...R.......
766446,2006,11,.........R.UR..UR.........R...
766446,2007,1,...R..R..SS...S......S.....U...
766446,2007,2,P.....S...PR......R..URP..S.
766446,2007,3,....R..RR..R..R.......R....S.R.
766446,2007,4,.................URU.S....UR..
766446,2007,5,.R..US...R...........R....RR...
766446,2007,6,..R.R.R......R...R.....R..S...
766446,2007,7,....RSR.S......S.S...S....R.S..
766446,2007,8,.S..........RU..............UR.
766446,2007,9,..........R...R.........S.....
766446,2007,10,.........R.......U.R.U.U.......
766446,2007,11,......R...R.R.......S.....R.R.
766446,2008,1,.........R........RRR.........R
766446,2008,2,R...U............SR.R.......R
766446,2008,3,R.UU............U..........S...
766446,2008,4,U.............RS...R.....R....
766446,2008,5,......SS....R..U....R...S......
766446,2008,6,.R...................S.......R
766446,2008,7,..R...............S.SP..S......
766446,2008,8,P.........R....P....R..........
766446,2008,9,.............RR.....RR...P....
766446,2008,10,...R.U...RPR.........P...R.....
766446,2008,11,U..............S.R............
766446,2009,1,......S..........P.R...........
766446,2009,2,..R...R.S.......R....R...SR.
766446,2009,3,.P.S......R.S...............S..
766446,2009,4,.....R...U....PRU...P..U.U.R.S
766446,2009,5,..........R...........R.......U
766446,2009,6,......R........R.U.....SR.....
766446,2009,7,...R....R..S..........R........
766446,2009,8,...R..R.......U....R.U....R....
766446,2009,9,...R.R.R.....S..........R.....
766446,2009,10,.RRU....U......................
766446,2009,11,..P....R...........S........R.
766446,2010,1,..........RR.S.S...............
766446,2010,2,..........R.......S.....RU..
766446,2010,3,.P........S.RR....R..........R.
766446,2010,4,....S...RU.SS.S...S....U......
766446,2010,5,.U..RP........S......R.........
766446,2010,6,R....R.R.....R..........P.....
766446,2010,7,...S...PR...R.RS......RP..R....
766446,2010,8,.......R..R...U....R.....RR..R.
766446,2010,9,......R...R.....R......R....RR
766446,2010,10,....R..S.......RU....R.......S.
766446,2010,11,.........S.R.....R.R...R......
766446,2011,1,U..R...................S.U...RS
766446,2011,2,..R........RS...SUS...R...P.
766446,2011,3,S.........P...R...R....R.......
766446,2011,4,.....S..R.R....U...S...S......
766446,2011,5,.UR....R.......R..R.....R...R..
766446,2011,6,.R...UU....RR..P..S..........P
766446,2011,7,.U..R.....R.............R.R...R
766446,2011,8,....R......S...PRP......R..P...
766446,2011,9,..R........R..R.......R......R
766446,2011,10,..S.....RR.........R...........
766446,2011,11,.R.S..PRR....R.R.........R..R.
766446,2012,1,S..S...PUS...R.R...U.....P.....
766446,2012,2,RS....S.R..P.....R....R...SR.
766446,2012,3,S.........R....R.....U......U..
766446,2012,4,..SP.UR......RR............R..
766446,2012,5,..P...R......RR....R...........
766446,2012,6,..............................
766446,2012,7,.US....R.RP....S..............R
766446,2012,8,...S.R..U....................S.
766446,2012,9,R.P...UR.......SP.............
766446,2012,10,UR................R.....U......
766446,2012,11,......R..R.S........R.......R.
766446,2013,1,.R.......S..S..PP...R.......U..
766446,2013,2,.....R......R.P..........S.U
